FGs,F-score,Precision,Recall,Frequency
cNC(C)Nc,0.0,0.0,0.0,7
cNC(N)=O,0.0,0.0,0.0,2
cNC(OC)C(c)=O,0.0,0.0,0.0,1
cNC(c)=O,0.0,0.0,0.0,1
cNC1=C([n+,0.0,0.0,0.0,1
cNC1=CC(=O)C(=O)cc1,0.0,0.0,0.0,1
cNC1ccC(=O)O1,0.0,0.0,0.0,2
cNC=C(C(=O)OC)C(=O)OC,0.0,0.0,0.0,1
cNC=O,0.0,0.0,0.0,2
cNCN1C(=O)CCC1=O,0.0,0.0,0.0,1
cNN1C(=O)CSC1=S,0.0,0.0,0.0,6
cNN=C,0.0,0.0,0.0,1
cNN=C(C)C,0.0,0.0,0.0,1
cNN=C(C)C(=O)O,0.0,0.0,0.0,1
cNN=C(C)C(C)=CC,0.0,0.0,0.0,1
cNN=C(C)C=CC,0.0,0.0,0.0,22
cNN=C(c)C(c)=O,0.0,0.0,0.0,2
cNN=C(c)c,0.0,0.0,0.0,6
cNN=CC,0.0,0.0,0.0,1
cNN=CC(C)=CC,0.0,0.0,0.0,3
cNN=CC=CC,0.0,0.0,0.0,1
cNN=NC,0.0,0.0,0.0,1
cNN=c,0.0,0.0,0.0,1
cNNC(=O)NC,0.0,0.0,0.0,1
cNNC(=O)Nc,0.0,0.0,0.0,1
cNNC(=O)OC,0.0,0.0,0.0,2
cNNC(=S)NC,0.0,0.0,0.0,1
cNNC(C)=O,0.0,0.0,0.0,1
cNNC=O,0.0,0.0,0.0,2
cNNS(c)(=O)=O,0.0,0.0,0.0,1
cNO,0.0,0.0,0.0,2
cNP(=O)(Nc)Nc,0.0,0.0,0.0,1
cNP(=O)(OC)OC,0.0,0.0,0.0,1
cNP(OC)OC,0.0,0.0,0.0,1
cNS(C)(=O)=O,0.0,0.0,0.0,1
cNS(c)(=O)=O,0.0,0.0,0.0,1
cN[N+,0.0,0.0,0.0,2
cN[P+,0.0,0.0,0.0,6
cNn(c)c,0.0,0.0,0.0,1
cOC,0.0,0.0,0.0,1
cOC(=O)C(=C)C,0.0,0.0,0.0,2
cOC(=O)C(Cl)=C(Cl)Cl,0.0,0.0,0.0,2
cOC(=O)Cl,0.0,0.0,0.0,1
cOC(=O)N(C)C,0.0,0.0,0.0,1
cOC(=O)N(C)N=O,0.0,0.0,0.0,8
cOC(=O)NC,0.0,0.0,0.0,1
cOC(=O)OC,0.0,0.0,0.0,2
cOC(=S)Cl,0.0,0.0,0.0,1
cOC(=S)N(C)C,0.0,0.0,0.0,1
cOC(C)(C)Oc,0.0,0.0,0.0,4
cOC(C)=O,0.0,0.0,0.0,1
cOC(C)N(C)C,0.0,0.0,0.0,2
cOC(C)OC,0.0,0.0,0.0,1
cOC(OC)OC,0.0,0.0,0.0,1
cOC(Oc)OC,0.0,0.0,0.0,9
cOC(c)=O,0.0,0.0,0.0,2
cOC1CC=CO1,0.0,0.0,0.0,1
cOC=C,0.0,0.0,0.0,6
cOCN(C)C,0.0,0.0,0.0,1
cOCN(c)C,0.0,0.0,0.0,1
cOCOC,0.0,0.0,0.0,1
cOCOc,0.0,0.0,0.0,5
cOP(=O)(Cl)Cl,0.0,0.0,0.0,1
cOP(=O)(Cl)Oc,0.0,0.0,0.0,1
cOP(=O)(N=[N+,0.0,0.0,0.0,1
cOP(=O)(NC)OC,0.0,0.0,0.0,2
cOP(=O)(NC)Oc,0.0,0.0,0.0,1
cOP(=O)(OC)OC,0.0,0.0,0.0,1
cOP(=O)(Oc)OC,0.0,0.0,0.0,1
cOP(=O)(Oc)Oc,0.0,0.0,0.0,3
cOP(=S)(Cl)Cl,0.0,0.0,0.0,1
cOP(=S)(Cl)OC,0.0,0.0,0.0,1
cOP(=S)(NC)NC,0.0,0.0,0.0,1
cOP(=S)(NC)OC,0.0,0.0,0.0,1
cOP(=S)(OC)N(C)C,0.0,0.0,0.0,1
cOP(=S)(OC)OC,0.0,0.0,0.0,5
cOP(=S)(Oc)Oc,0.0,0.0,0.0,2
cOP(C)(=O)OC,0.0,0.0,0.0,1
cOP(C)(=O)Oc,0.0,0.0,0.0,1
cOP(N)(=S)OC,0.0,0.0,0.0,1
cOP(Oc)OC,0.0,0.0,0.0,1
cOP(Oc)Oc,0.0,0.0,0.0,2
cOP(c)(=O)Oc,0.0,0.0,0.0,2
cOP(c)(=S)OC,0.0,0.0,0.0,2
cOP(c)Oc,0.0,0.0,0.0,1
cOP(c)c,0.0,0.0,0.0,38
cOS(=O)(=O)C=C,0.0,0.0,0.0,1
cOS(c)(=O)=O,0.0,0.0,0.0,1
cO[P+,0.0,0.0,0.0,1
cO[Si,0.0,0.0,0.0,1
cOc,0.0,0.0,0.0,2
cP,0.0,0.0,0.0,1
cP(=O)(Cl)Cl,0.0,0.0,0.0,1
cP(=O)(N(C)C)N(C)C,0.0,0.0,0.0,1
cP(=O)(NC)NC,0.0,0.0,0.0,1
cP(=S)(Cl)Cl,0.0,0.0,0.0,1
cP(Br)Br,0.0,0.0,0.0,2
cP(C)(C)=S,0.0,0.0,0.0,1
cP(C)C,0.0,0.0,0.0,1
cP(OC)OC,0.0,0.0,0.0,1
cP(c)(=O)Cl,0.0,0.0,0.0,3
cP(c)(=O)O,0.0,0.0,0.0,1
cP(c)(=O)OC,0.0,0.0,0.0,1
cP(c)(C)=O,0.0,0.0,0.0,1
cP(c)(c)=O,0.0,0.0,0.0,1
cP(c)(c)=[Se,0.0,0.0,0.0,2
cP(c)C,0.0,0.0,0.0,8
cP(c)c,0.0,0.0,0.0,2
cS(=O)(=O)C=C,0.0,0.0,0.0,1
cS(=O)(=O)CS(c)(=O)=O,0.0,0.0,0.0,10
cS(=O)(=O)F,0.0,0.0,0.0,1
cS(=O)(=O)N(C)C,0.0,0.0,0.0,1
cS(=O)(=O)N(C)C(=O)OC,0.0,0.0,0.0,2
cS(=O)(=O)N(C)C(C)=O,0.0,0.0,0.0,1
cS(=O)(=O)N(C)N=O,0.0,0.0,0.0,1
cS(=O)(=O)N(Cl)Cl,0.0,0.0,0.0,1
cS(=O)(=O)N1C(=O)ccS1(=O)=O,0.0,0.0,0.0,4
cS(=O)(=O)N=C=O,0.0,0.0,0.0,1
cS(=O)(=O)N=S(C)C,0.0,0.0,0.0,1
cS(=O)(=O)NC,0.0,0.0,0.0,1
cS(=O)(=O)NC(=O)N(C)N=O,0.0,0.0,0.0,1
cS(=O)(=O)NC(=O)NC,0.0,0.0,0.0,1
cS(=O)(=O)NNS(c)(=O)=O,0.0,0.0,0.0,1
cS(=O)(=O)NS(c)(=O)=O,0.0,0.0,0.0,1
cS(=O)(=O)O,0.0,0.0,0.0,2
cS(=O)(=O)OC,0.0,0.0,0.0,1
cS(=O)(=O)n(c)c,0.0,0.0,0.0,2
cS(=O)(=O)n(c)nc,0.0,0.0,0.0,2
cS(=O)(O)=NO,0.0,0.0,0.0,1
cS(C)(=O)=O,0.0,0.0,0.0,1
cS(C)=O,0.0,0.0,0.0,1
cS(c)(=O)=O,0.0,0.0,0.0,2
cSC,0.0,0.0,0.0,1
cSC(=O)C(=O)Sc,0.0,0.0,0.0,2
cSCSC,0.0,0.0,0.0,12
cSCSC#N,0.0,0.0,0.0,1
cSN(C)C,0.0,0.0,0.0,1
cSNC,0.0,0.0,0.0,1
cSS(c)(=O)=O,0.0,0.0,0.0,1
cSSC,0.0,0.0,0.0,2
cSSc,0.0,0.0,0.0,8
cS[Si,0.0,0.0,0.0,1
c[As,0.0,0.0,0.0,1
c[Ge,0.0,0.0,0.0,1
c[Hg,0.0,0.0,0.0,7
c[N+,0.0,0.0,0.0,6
c[N+](=O)[O-],0.0,0.0,0.0,1
c[NH3+,0.0,0.0,0.0,2
c[P+,0.0,0.0,0.0,1
c[Pb,0.0,0.0,0.0,1
c[Si,0.0,0.0,0.0,1
c[Sn,0.0,0.0,0.0,1
c[n+,0.0,0.0,0.0,1
c[nH,0.0,0.0,0.0,1
c[nH+,0.0,0.0,0.0,6
c[se,0.0,0.0,0.0,1
cn(C(C)=O)n(c)C(C)=O,0.0,0.0,0.0,1
cn(c)C,0.0,0.0,0.0,2
cn(c)C(C)=O,0.0,0.0,0.0,1
cn(c)Cl,0.0,0.0,0.0,1
cn(c)N,0.0,0.0,0.0,2
cn(c)N=O,0.0,0.0,0.0,2
cn(c)NC,0.0,0.0,0.0,2
cn(c)NC(C)=O,0.0,0.0,0.0,1
cn(c)O,0.0,0.0,0.0,1
cn(c)S(C)(=O)=O,0.0,0.0,0.0,3
cn(c)[O-,0.0,0.0,0.0,1
cn(c)[Si,0.0,0.0,0.0,1
cn(c)c,0.0,0.0,0.0,1
cn1cnnn1,0.0,0.0,0.0,1
cn[nH,0.0,0.0,0.0,1
cnc,0.0,0.0,0.0,1
cnn(c)C,0.0,0.0,0.0,1
cnn(c)C(C)=O,0.0,0.0,0.0,1
cnn(c)c,0.0,0.0,0.0,1
cnn[nH,0.0,0.0,0.0,1
cnnn(c)C,0.0,0.0,0.0,11
cnoc,0.0,0.0,0.0,2
cnsc,0.0,0.0,0.0,6
coc,0.0,0.0,0.0,1
csc,0.0,0.0,0.0,1
CC(=O)NCNC(C)=O,0.08,0.5,0.043478260869565216,90
cN(COC)COC,0.125,0.25,0.08333333333333333,48
C#CC=CC,0.16666666666666669,0.5,0.1,42
O=C1NC(=O)C(=O)N1,0.18181818181818182,1.0,0.1,39
cC(=O)NNC(=O)OC,0.19354838709677416,0.42857142857142855,0.125,94
c[te,0.19354838709677416,0.375,0.13043478260869565,94
CO[P+,0.19999999999999998,0.375,0.13636363636363635,88
CC#CC(OC)OC,0.2,0.3333333333333333,0.14285714285714285,56
c1cnon1,0.2,0.16666666666666666,0.25,16
ClP1(Cl)=NP(Cl)(Cl)=NP(Cl)(Cl)=N1,0.22222222222222224,0.5,0.14285714285714285,26
cOP(=S)(N(C)C)N(C)C,0.25,0.5,0.16666666666666666,25
C#CC(C)=O,0.25925925925925924,0.4375,0.18421052631578946,154
cC(=CCl)OP(=O)(OC)OC,0.27272727272727276,0.6923076923076923,0.16981132075471697,214
CO[N+,0.2857142857142857,1.0,0.16666666666666666,25
cC=NOC,0.3137254901960784,0.5714285714285714,0.21621621621621623,146
c1cOCO1,0.3157894736842105,0.5,0.23076923076923078,50
CC(=O)Br,0.32432432432432434,0.6428571428571429,0.21686746987951808,333
CO[Si,0.3333333333333333,0.5,0.25,16
O=C1CCS1,0.3333333333333333,0.5,0.25,16
CN=C(N)N=C(N)N,0.339622641509434,0.75,0.21951219512195122,164
[Br-,0.34782608695652173,0.6153846153846154,0.24242424242424243,266
N#[N+,0.3492063492063492,0.5238095238095238,0.2619047619047619,167
CN(C)S(=O)(=O)N(C)C,0.4,1.0,0.25,18
[C-,0.4,1.0,0.25,14
cC1=NCCN1,0.4,1.0,0.25,14
C=C[Si,0.42105263157894735,0.6666666666666666,0.3076923076923077,51
NN,0.4444444444444445,1.0,0.2857142857142857,29
cC1=C(c)C(c)=C(c)C1=O,0.4615384615384615,1.0,0.3,40
cC(c)=NOC,0.46153846153846156,0.6666666666666666,0.35294117647058826,66
cC=C(Cl)C(C)=O,0.46153846153846156,0.6666666666666666,0.35294117647058826,70
Br,0.5,0.5,0.5,6
C=CS(C)(=O)=O,0.5,0.6296296296296297,0.4146341463414634,163
CC(=O)NN=C(C)C,0.5,1.0,0.3333333333333333,13
CC(F)=C(F)F,0.5,1.0,0.3333333333333333,10
CC1(C)OccO1,0.5,1.0,0.3333333333333333,10
CC=CC(=O)OC,0.5,0.5,0.5,8
CC=CC(C)=CC,0.5,1.0,0.3333333333333333,23
COB(C)OC,0.5,1.0,0.3333333333333333,38
NC1=C(Cl)C(=O)ccC1=O,0.5,1.0,0.3333333333333333,10
c=S,0.5,1.0,0.3333333333333333,11
cC(c)=O,0.5,1.0,0.3333333333333333,25
cC=C(C(C)=O)N(C)C,0.5,0.5,0.5,6
cOC(=O)Oc,0.5,1.0,0.3333333333333333,10
cOC=O,0.5,0.6,0.42857142857142855,28
cOP(Cl)Cl,0.5,1.0,0.3333333333333333,14
cP(=O)(OC)OC,0.5,1.0,0.3333333333333333,12
cS(=O)(=O)Cl,0.5,0.5,0.5,7
cNC(=S)N(C)C,0.5054945054945055,0.7931034482758621,0.3709677419354839,248
cC(=O)OC(C)=O,0.5086206896551724,0.6555555555555556,0.4154929577464789,568
O=C1ccN(Cl)C1=O,0.5333333333333333,0.5,0.5714285714285714,30
cN(C)N=O,0.5454545454545454,0.6,0.5,25
cS,0.5454545454545454,1.0,0.375,34
O=C1C=CC(=O)C=C1,0.5714285714285714,0.75,0.46153846153846156,158
c-n(c)nc,0.5714285714285714,0.8,0.4444444444444444,34
cS(c)=O,0.5714285714285714,0.8,0.4444444444444444,34
C1=NccNN1,0.5714285714285715,0.5,0.6666666666666666,12
cS(=O)C=C,0.5714285714285715,0.6666666666666666,0.5,17
cNC(=O)C(=O)Nc,0.5747126436781609,0.7575757575757576,0.46296296296296297,217
C=C(C)C(=O)Cl,0.5777777777777778,0.6190476190476191,0.5416666666666666,96
cN=c,0.5882352941176471,0.625,0.5555555555555556,35
cSC(C)=C(C)Cl,0.5964912280701755,0.8095238095238095,0.4722222222222222,144
C1OC1C1CO1,0.6,0.6,0.6,21
C=C(C)C#CC,0.6,0.75,0.5,22
cP1(=O)C=C(C)CC1,0.6086956521739131,0.7777777777777778,0.5,54
COC(C)=O,0.6177215189873418,0.7577639751552795,0.5213675213675214,937
cN=CNc,0.6262135922330098,0.7166666666666667,0.5560344827586207,927
CC=C(C)C(C)=O,0.6266666666666666,0.7704918032786885,0.5280898876404494,358
CC(=O)C=CC=C(C)C,0.6428571428571428,0.72,0.5806451612903226,124
C=CC(OC)OC,0.6470588235294117,0.7857142857142857,0.55,78
CC1NccS(=O)(=O)N1,0.6666666666666665,0.6,0.75,16
cC=C1SC(=S)N(c)C1=O,0.6666666666666665,0.75,0.6,20
BrB(Br)Br,0.6666666666666666,0.5,1.0,3
C=C(C)C=CC,0.6666666666666666,1.0,0.5,6
C=CC=CC,0.6666666666666666,0.7142857142857143,0.625,34
CC(=O)NC(C)=O,0.6666666666666666,1.0,0.5,10
CC1=CC(=O)C=CC1,0.6666666666666666,1.0,0.5,6
CC=C(Br)Br,0.6666666666666666,1.0,0.5,7
CN(C)P(=O)(Cl)N(C)C,0.6666666666666666,1.0,0.5,6
COC(=O)C#N,0.6666666666666666,1.0,0.5,8
COC(=O)C(=O)OC,0.6666666666666666,1.0,0.5,18
COC(=O)NCO,0.6666666666666666,1.0,0.5,8
COP(=O)([O-,0.6666666666666666,1.0,0.5,6
CS(C)=O,0.6666666666666666,0.6666666666666666,0.6666666666666666,10
CSC(=N)N,0.6666666666666666,0.5,1.0,5
C[NH2+,0.6666666666666666,1.0,0.5,8
cC#C[Si,0.6666666666666666,1.0,0.5,9
cC(=O)I,0.6666666666666666,1.0,0.5,10
cC(C)=N,0.6666666666666666,1.0,0.5,14
cC(OC(C)=O)OC(C)=O,0.6666666666666666,0.5,1.0,8
cC=CC(=O)OC,0.6666666666666666,1.0,0.5,8
cN(S(C)(=O)=O)S(C)(=O)=O,0.6666666666666666,1.0,0.5,7
cN1C(=O)ccC1=O,0.6666666666666666,0.7619047619047619,0.5925925925925926,108
cNN,0.6666666666666666,1.0,0.5,9
cOP(=S)(OC)SC,0.6666666666666666,0.5,1.0,6
cS(N)(=O)=O,0.6666666666666666,1.0,0.5,9
cSC1=CC(=O)C(OC)=CC1=O,0.6666666666666666,1.0,0.5,8
cSCSc,0.6666666666666666,0.6666666666666666,0.6666666666666666,13
C=CC1CO1,0.6826347305389221,0.8636363636363636,0.5643564356435643,402
O=C1CCC(=O)N1O,0.6981132075471699,0.8043478260869565,0.6166666666666667,241
cN(C)C(=O)NC,0.7111111111111111,0.8,0.64,199
CC(C(=O)O)=C(C)C(=O)O,0.7133757961783439,0.7567567567567568,0.6746987951807228,331
cN=O,0.7258064516129034,0.8333333333333334,0.6428571428571429,279
C=CN1C(=O)ccC1=O,0.7333333333333334,0.8461538461538461,0.6470588235294118,136
cP(Cl)Cl,0.7337278106508875,0.8266666666666667,0.6595744680851063,375
cN=C(C)N(c)C,0.735042735042735,0.86,0.6417910447761194,269
cN(S(c)(=O)=O)S(c)(=O)=O,0.7407407407407408,0.8333333333333334,0.6666666666666666,59
cSP(C)(=S)OC,0.7499999999999999,1.0,0.6,19
N#CN=C1NC(=O)CC(=O)N1,0.75,0.8571428571428571,0.6666666666666666,35
cC(=O)C(O)O,0.7547169811320754,0.851063829787234,0.6779661016949152,235
COC(=O)C=C(C(=O)OC)N(C)N(C)C(C)=O,0.7591836734693878,0.808695652173913,0.7153846153846154,522
cN(C)C(=O)N(c)C,0.761904761904762,0.8,0.7272727272727273,42
CNS(N)(=O)=O,0.7647058823529411,0.8125,0.7222222222222222,70
CSC(C)=O,0.7659574468085107,0.8181818181818182,0.72,198
C1=CCCC=C1,0.7692307692307692,0.7142857142857143,0.8333333333333334,24
cC=Cc,0.7692307692307692,0.8333333333333334,0.7142857142857143,28
cNNc,0.7714285714285715,0.8852459016393442,0.6835443037974683,318
[N,0.7777777777777777,0.875,0.7,39
C[NH3+,0.7868852459016394,0.8571428571428571,0.7272727272727273,134
CP(C)(C)=O,0.7918088737201365,0.8721804511278195,0.725,638
cSc,0.7999999999999999,0.8571428571428571,0.75,30
C#C,0.8,1.0,0.6666666666666666,11
CC(=CC(=O)O)C(=O)O,0.8,1.0,0.6666666666666666,11
COCOC,0.8,1.0,0.6666666666666666,37
CON=C(C)C(C)=O,0.8,0.6666666666666666,1.0,10
COP(=O)(O)O,0.8,1.0,0.6666666666666666,25
O=C1CCNC(=O)N1,0.8,1.0,0.6666666666666666,13
O=S=O,0.8,1.0,0.6666666666666666,13
cN1C(=O)COC1=O,0.8,1.0,0.6666666666666666,12
cN=NNc,0.8,0.6666666666666666,1.0,9
cNP(=O)(Nc)OC,0.8,1.0,0.6666666666666666,11
cO,0.8,1.0,0.6666666666666666,11
cn(c)C(=O)OC,0.8,1.0,0.6666666666666666,12
CSC(SC)SC,0.8085106382978724,0.8952879581151832,0.7370689655172413,927
CSC#N,0.8192771084337349,0.8395061728395061,0.8,342
COC(C)N1C(=O)ccC1=O,0.819672131147541,0.8928571428571429,0.7575757575757576,396
cC=CC=O,0.8222222222222222,0.8705882352941177,0.7789473684210526,378
COC(=O)N=C=S,0.8297872340425533,0.8571428571428571,0.8041237113402062,774
S=C=S,0.8333333333333333,1.0,0.7142857142857143,56
cN,0.8516129032258065,0.868421052631579,0.8354430379746836,633
cC(=O)NN,0.8571428571428571,1.0,0.75,33
cC=C(c)C(c)=Cc,0.8712522045855379,0.8884892086330936,0.8546712802768166,1155
O=C(Cl)C=CC(=O)Cl,0.8750000000000001,1.0,0.7777777777777778,36
cN1CCC(=O)N1,0.8780487804878048,0.9,0.8571428571428571,83
CN1C(=O)CNC1=O,0.8799999999999999,0.9166666666666666,0.8461538461538461,52
C=C,0.8823529411764706,0.8823529411764706,0.8823529411764706,69
F[Al,0.888888888888889,1.0,0.8,39
CN1C(=O)CC(=O)N(C)C1=O,0.8936170212765957,0.9130434782608695,0.875,95
c[Se,0.8979591836734694,0.88,0.9166666666666666,96
C=C1CC1,0.9,0.9,0.9,40
C=C(C)Cl,1.0,1.0,1.0,4
C=C=CC,1.0,1.0,1.0,5
C=CP(=O)(OC)OC,1.0,1.0,1.0,5
CC(=O)C(Cl)=C(C)C,1.0,1.0,1.0,4
CC(Cl)=CCl,1.0,1.0,1.0,2
CC1N=NC(=S)N1C,1.0,1.0,1.0,8
CN(C)C(=S)S[Pb,1.0,1.0,1.0,4
CN(C)[Si,1.0,1.0,1.0,3
CNC(=O)NC(C)=O,1.0,1.0,1.0,4
CNC(=O)NS(C)(=O)=O,1.0,1.0,1.0,2
COC(N)=O,1.0,1.0,1.0,2
COP(=O)(N=C1SCCS1)OC,1.0,1.0,1.0,14
COP(=S)(OC)SCN1C(=O)ccC1=O,1.0,1.0,1.0,5
COP(O)OC,1.0,1.0,1.0,7
NC(=O)C#CC(N)=O,1.0,1.0,1.0,9
NC(=O)N1CCNC1=O,1.0,1.0,1.0,2
O=C(O)C=CCl,1.0,1.0,1.0,4
O=C1CC(=O)NC(=O)N1,1.0,1.0,1.0,2
O=[Sn,1.0,1.0,1.0,5
S,1.0,1.0,1.0,3
c-n1ccnn1,1.0,1.0,1.0,3
cC(=O)Br,1.0,1.0,1.0,4
cC(=O)Cl,1.0,1.0,1.0,4
cC(=O)N(c)N,1.0,1.0,1.0,3
cC(C)=NNC(N)=S,1.0,1.0,1.0,5
cC=C,1.0,1.0,1.0,7
cN1C=CSC(=S)N1,1.0,1.0,1.0,5
cNNC(c)=O,1.0,1.0,1.0,2
cNc,1.0,1.0,1.0,9
cS(=O)(=O)NN=CC=NNS(c)(=O)=O,1.0,1.0,1.0,5
cnnc,1.0,1.0,1.0,2
